,title,genres,overview,release_date,runtime,review,content to embed
47,Doctor Who: The Daleks in Colour,"['Science Fiction', 'Drama', 'Adventure']","It’s time to encounter the Daleks once again, but this time in a way you’ve never seen them before. As part of the 60th anniversary celebrations of Doctor Who, one of the show’s most renowned tales has undergone an out of this world update: an artistic colourisation. The original episodes have been dazzlingly colourised and weaved together into a 75-minute blockbuster, with brand new sound, a brand new score, new effects, and even new scenes.",2023-11-23,75,0.0,"Movie Name: Doctor Who: The Daleks in Colour 
 Movie Genre: ['Science Fiction', 'Drama', 'Adventure'] 
 Movie Overview: It’s time to encounter the Daleks once again, but this time in a way you’ve never seen them before. As part of the 60th anniversary celebrations of Doctor Who, one of the show’s most renowned tales has undergone an out of this world update: an artistic colourisation. The original episodes have been dazzlingly colourised and weaved together into a 75-minute blockbuster, with brand new sound, a brand new score, new effects, and even new scenes. 
 Movie Release Date: 2023-11-23 
 Movie Runtime: 75 
 Movie Review: 0.0"
48,Fikri,[],Fikri’s reality has become absurd. He finds himself in Belgium with a bipolar care-system. Still in survival state he trains to become a nurse and take care of Magritte.,2023-11-26,19,0.0,"Movie Name: Fikri 
 Movie Genre: [] 
 Movie Overview: Fikri’s reality has become absurd. He finds himself in Belgium with a bipolar care-system. Still in survival state he trains to become a nurse and take care of Magritte. 
 Movie Release Date: 2023-11-26 
 Movie Runtime: 19 
 Movie Review: 0.0"
49,长安诡事传,"['Mystery', 'Action', 'Fantasy']",,2023-11-28,0,0.0,"Movie Name: 长安诡事传 
 Movie Genre: ['Mystery', 'Action', 'Fantasy'] 
 Movie Overview:  
 Movie Release Date: 2023-11-28 
 Movie Runtime: 0 
 Movie Review: 0.0"
50,A Royal Christmas Surprise,[],"Riley and Mandla will have to navigate tension between the matriarchs of their respective families, planning their engagement party, and another ""Royal Surprise"" that puts into question the couple's entire future.",2023-11-30,0,0.0,"Movie Name: A Royal Christmas Surprise 
 Movie Genre: [] 
 Movie Overview: Riley and Mandla will have to navigate tension between the matriarchs of their respective families, planning their engagement party, and another ""Royal Surprise"" that puts into question the couple's entire future. 
 Movie Release Date: 2023-11-30 
 Movie Runtime: 0 
 Movie Review: 0.0"
51,Stavros Halkias: Fat Rascal,[],"A snapshot of a man whose many vices are actively getting the best of him and a collection of observations, interesting experiences, and sexual embarrassments from 2 years of non-stop touring",2023-12-05,0,0.0,"Movie Name: Stavros Halkias: Fat Rascal 
 Movie Genre: [] 
 Movie Overview: A snapshot of a man whose many vices are actively getting the best of him and a collection of observations, interesting experiences, and sexual embarrassments from 2 years of non-stop touring 
 Movie Release Date: 2023-12-05 
 Movie Runtime: 0 
 Movie Review: 0.0"
52,Favorite Son Christmas,[],"Pastor Blaine has taken over the Graceway Church, whose financials are in dire straits. Looking to the Jubilee to save the day, First Lady Rita suggests a SO GIFTED reunion to rouse the necessary ticket sales. Will the ghost of the (Christmas) past haunt the Church's future? Or can the brothers, and wives, overcome old gripes to reconcile, and harmonize, for a reunion to bring it all back together.",2023-12-14,0,0.0,"Movie Name: Favorite Son Christmas 
 Movie Genre: [] 
 Movie Overview: Pastor Blaine has taken over the Graceway Church, whose financials are in dire straits. Looking to the Jubilee to save the day, First Lady Rita suggests a SO GIFTED reunion to rouse the necessary ticket sales. Will the ghost of the (Christmas) past haunt the Church's future? Or can the brothers, and wives, overcome old gripes to reconcile, and harmonize, for a reunion to bring it all back together. 
 Movie Release Date: 2023-12-14 
 Movie Runtime: 0 
 Movie Review: 0.0"
53,Christmas Rescue,[],A man abducts the love of his life from her holiday-themed wedding in a desperate last attempt to win her back.,2023-12-14,0,0.0,"Movie Name: Christmas Rescue 
 Movie Genre: [] 
 Movie Overview: A man abducts the love of his life from her holiday-themed wedding in a desperate last attempt to win her back. 
 Movie Release Date: 2023-12-14 
 Movie Runtime: 0 
 Movie Review: 0.0"
54,Pour ton mariage,['Documentary'],,2023-12-20,0,0.0,"Movie Name: Pour ton mariage 
 Movie Genre: ['Documentary'] 
 Movie Overview:  
 Movie Release Date: 2023-12-20 
 Movie Runtime: 0 
 Movie Review: 0.0"
55,Whatever It Takes,[],"Enter the holidays. It's Thanksgiving weekend, snow is falling, Christmas is on the horizon and the promises of the New Year are near. Navigating careers, life and the nuances of friendship, five women bond over the imperfections in their love lives. The holidays bring some of them their greatest wishes and others their most profound losses.",2023-12-21,0,0.0,"Movie Name: Whatever It Takes 
 Movie Genre: [] 
 Movie Overview: Enter the holidays. It's Thanksgiving weekend, snow is falling, Christmas is on the horizon and the promises of the New Year are near. Navigating careers, life and the nuances of friendship, five women bond over the imperfections in their love lives. The holidays bring some of them their greatest wishes and others their most profound losses. 
 Movie Release Date: 2023-12-21 
 Movie Runtime: 0 
 Movie Review: 0.0"
56,怒潮,"['Action', 'Crime']",,2023-12-22,0,0.0,"Movie Name: 怒潮 
 Movie Genre: ['Action', 'Crime'] 
 Movie Overview:  
 Movie Release Date: 2023-12-22 
 Movie Runtime: 0 
 Movie Review: 0.0"
57,A Little Gay,[],"A sister comes home for the holidays and walks in on her assumed-straight brother watching gay porn igniting a hilarious conversation about the importance of his gender and sexual identity, hopefully before mom and dad come home.",2023-12-24,19,0.0,"Movie Name: A Little Gay 
 Movie Genre: [] 
 Movie Overview: A sister comes home for the holidays and walks in on her assumed-straight brother watching gay porn igniting a hilarious conversation about the importance of his gender and sexual identity, hopefully before mom and dad come home. 
 Movie Release Date: 2023-12-24 
 Movie Runtime: 19 
 Movie Review: 0.0"
58,The Storm,"['Animation', 'Fantasy', 'Action', 'Adventure']","The drum boat that has been sinking for 5 years has recently appeared bizarrely, and there are rumors that there is a baby. Mantou came with his father to hunt for treasure, but his father was captured by the crew. Mantou gets on the boat to save his father, but finds that there is something special inside. Here, Mantou met all kinds of ""actresses"" and became friends. In an accident, Mantou was told that there were only dead souls on the drum boat...",2024-01-12,0,0.0,"Movie Name: The Storm 
 Movie Genre: ['Animation', 'Fantasy', 'Action', 'Adventure'] 
 Movie Overview: The drum boat that has been sinking for 5 years has recently appeared bizarrely, and there are rumors that there is a baby. Mantou came with his father to hunt for treasure, but his father was captured by the crew. Mantou gets on the boat to save his father, but finds that there is something special inside. Here, Mantou met all kinds of ""actresses"" and became friends. In an accident, Mantou was told that there were only dead souls on the drum boat... 
 Movie Release Date: 2024-01-12 
 Movie Runtime: 0 
 Movie Review: 0.0"
59,Friday the 13th: Origin of Evil - Part 4,[],,2024-09-20,30,0.0,"Movie Name: Friday the 13th: Origin of Evil - Part 4 
 Movie Genre: [] 
 Movie Overview:  
 Movie Release Date: 2024-09-20 
 Movie Runtime: 30 
 Movie Review: 0.0"
60,Once Upon a Spy,"['Action', 'Drama', 'Thriller', 'TV Movie']",Computer genius and chess champion Ted Danson is lured into service by secret agent Eleanor Parker and becomes a reluctant hero thanks to a number of exploits with villainous Christopher Lee and his army of lethal blue-eyed blonde women.,1980-09-19,91,5.4,"Movie Name: Once Upon a Spy 
 Movie Genre: ['Action', 'Drama', 'Thriller', 'TV Movie'] 
 Movie Overview: Computer genius and chess champion Ted Danson is lured into service by secret agent Eleanor Parker and becomes a reluctant hero thanks to a number of exploits with villainous Christopher Lee and his army of lethal blue-eyed blonde women. 
 Movie Release Date: 1980-09-19 
 Movie Runtime: 91 
 Movie Review: 5.4"
61,Batman: Under the Red Hood,"['Science Fiction', 'Crime', 'Action', 'Animation', 'Mystery']","One part vigilante, one part criminal kingpin, Red Hood begins cleaning up Gotham with the efficiency of Batman, but without following the same ethical code.",2010-07-27,75,7.8,"Movie Name: Batman: Under the Red Hood 
 Movie Genre: ['Science Fiction', 'Crime', 'Action', 'Animation', 'Mystery'] 
 Movie Overview: One part vigilante, one part criminal kingpin, Red Hood begins cleaning up Gotham with the efficiency of Batman, but without following the same ethical code. 
 Movie Release Date: 2010-07-27 
 Movie Runtime: 75 
 Movie Review: 7.8"
62,Flights from Hell: Caught on Camera,[],"Flights From Hell: Caught on Camera explores the extremes of human behaviour in airports and on planes - the good, the bad and the just 'plane crazy' - This film uses footage captured on passenger's cameras and phones. From angry missed check-ins to bizarre antics at security, to alternative safety briefings and deafening party flights and of course those near death experiences on flights from hell. What really happened? Why do we do it? And, what do those in charge say and do to try and make us safer? Aviation experts including pilots, cabin crew, psychologists and air designers give us their inside view. Join us on a shocking, surprising and very entertaining journey from check in to touchdown.",,47,0.0,"Movie Name: Flights from Hell: Caught on Camera 
 Movie Genre: [] 
 Movie Overview: Flights From Hell: Caught on Camera explores the extremes of human behaviour in airports and on planes - the good, the bad and the just 'plane crazy' - This film uses footage captured on passenger's cameras and phones. From angry missed check-ins to bizarre antics at security, to alternative safety briefings and deafening party flights and of course those near death experiences on flights from hell. What really happened? Why do we do it? And, what do those in charge say and do to try and make us safer? Aviation experts including pilots, cabin crew, psychologists and air designers give us their inside view. Join us on a shocking, surprising and very entertaining journey from check in to touchdown. 
 Movie Release Date:  
 Movie Runtime: 47 
 Movie Review: 0.0"
63,Hyperthermia,"['Action', 'Drama']","'Shams' is a photojournalist, in a romantic relationship with 'Salwa'. When he is invited to cover a wedding, he accidentally captured a photo of a burning paper with mysterious words which leads him to a murderous gang.",1978-02-18,105,7.0,"Movie Name: Hyperthermia 
 Movie Genre: ['Action', 'Drama'] 
 Movie Overview: 'Shams' is a photojournalist, in a romantic relationship with 'Salwa'. When he is invited to cover a wedding, he accidentally captured a photo of a burning paper with mysterious words which leads him to a murderous gang. 
 Movie Release Date: 1978-02-18 
 Movie Runtime: 105 
 Movie Review: 7.0"
